0|iata_code|1|name_eng|2|country_eng
WAV|WAV|Kalkgurung|Kalkgurung|Australia|Australia
WAW|WAW|Frederic Chopin|Frederic Chopin|Poland|Poland
WAX|WAX|Zwara|Zwara|United States|United States
WAY|WAY|Greene County|Greene County|United States|United States
WAZ|WAZ|Warwick|Warwick|Australia|Australia
WBA|WBA|Wahai|Wahai|Australia|Australia
WBB|WBB|Stebbins|Stebbins|United States|United States
WBC|WBC|Wapolu|Wapolu|Papua New Guinea|Papua New Guinea
WBD|WBD|Befandriana|Befandriana|Madagascar|Madagascar
WBE|WBE|Bealanana|Bealanana|Madagascar|Madagascar
WBG|WBG|Schleswig-jagel|Schleswig-jagel|Germany|Germany
WBI|WBI|Broker Inn|Broker Inn|Australia|Australia
WBM|WBM|Wapenamanda|Wapenamanda|Papua New Guinea|Papua New Guinea
WBN|WBN|Cummings Park|Cummings Park|United States|United States
WBO|WBO|Beroroha|Beroroha|Madagascar|Madagascar
WBQ|WBQ|Beaver|Beaver|United States|United States
WBR|WBR|Big Rapids|Big Rapids|United States|United States
WBU|WBU|Municipal|Municipal|United States|United States
WBW|WBW|Wilkes-Barre/Wyoming Valley|Wilkes-Barre/Wyoming Valley|United States|United States
WCA|WCA|Gamboa|Gamboa|Chile|Chile
WCH|WCH|Chaiten|Chaiten|Chile|Chile
WCR|WCR|Chandalar|Chandalar|United States|United States
WDA|WDA|Wadi Ain|Wadi Ain|Yemen|Yemen
WDB|WDB|Deep Bay|Deep Bay|United States|United States
WDG|WDG|Enid Woodring Mun.|Enid Woodring Mun.|United States|United States
WDI|WDI|Wondai|Wondai|Australia|Australia
WDN|WDN|Waldron Island|Waldron Island|China|China
WDR|WDR|Winder|Winder|United States|United States
WDY|WDY|Kodiak Fss|Kodiak Fss|United States|United States
WEA|WEA|Parker County|Parker County|United States|United States
WED|WED|Wedau|Wedau|Papua New Guinea|Papua New Guinea
WEF|WEF|Weifang|Weifang|China|China
WEH|WEH|Weihai|Weihai|China|China
WEI|WEI|Weipa|Weipa|Australia|Australia
WEL|WEL|Welkom|Welkom|South Africa|South Africa
WEM|WEM|West Malling|West Malling|United Kingdom|United Kingdom
WEP|WEP|Weam|Weam|Papua New Guinea|Papua New Guinea
WES|WES|Weasua|Weasua|Liberia|Liberia
WET|WET|Wagethe|Wagethe|Indonesia|Indonesia
WEW|WEW|Wee Waa|Wee Waa|Australia|Australia
WEX|WEX|Castlebridge|Castlebridge|Ireland|Ireland
WFB|WFB|Waterfront SPB|Waterfront SPB|United States|United States
WFD|WFD|Woodford|Woodford|United Kingdom|United Kingdom
WFI|WFI|Fianarantsoa|Fianarantsoa|Madagascar|Madagascar
WFK|WFK|Frenchville|Frenchville|United States|United States
WGA|WGA|Forrest Hill|Forrest Hill|Australia|Australia
WGB|WGB|Bahawalnagar|Bahawalnagar|Pakistan|Pakistan
WGC|WGC|Warangal|Warangal|India|India
WGE|WGE|Walgett|Walgett|Australia|Australia
WGF|WGF|Off Line Point|Off Line Point|Lesotho|Lesotho
WGN|WGN|Waitangi|Waitangi|New Zealand|New Zealand
WGO|WGO|Municipal|Municipal|United States|United States
WGP|WGP|Waingapu|Waingapu|Indonesia|Indonesia
WGT|WGT|Wangaratta|Wangaratta|Australia|Australia
WGU|WGU|Wagau|Wagau|Papua New Guinea|Papua New Guinea
WGY|WGY|Wagny|Wagny|Gabon|Gabon
WGZ|WGZ|Off Line Point|Off Line Point|Australia|Australia
WHD|WHD|SPB|SPB|United States|United States
WHF|WHF|Wadi Halfa|Wadi Halfa|Sudan|Sudan
WHH|WHH|Hiltons Har H|Hiltons Har H|Australia|Australia
WHK|WHK|Whakatane|Whakatane|New Zealand|New Zealand
WHL|WHL|Welshpool|Welshpool|Australia|Australia
WHO|WHO|Franz Josef|Franz Josef|New Zealand|New Zealand
WHP|WHP|Whiteman|Whiteman|United States|United States
WHS|WHS|Whalsay|Whalsay|United Kingdom|United Kingdom
WHT|WHT|Wharton|Wharton|United States|United States
WHU|WHU|Wuhu|Wuhu|Democratic Republic Of Congo|Democratic Republic Of Congo
WIC|WIC|Wick|Wick|United Kingdom|United Kingdom
WID|WID|Wildenrath|Wildenrath|Germany|Germany
WIE|WIE|Air Base|Air Base|Germany|Germany
WIK|WIK|Surfdale|Surfdale|New Zealand|New Zealand
WIL|WIL|Wilson|Wilson|Kenya|Kenya
WIN|WIN|Winton|Winton|Australia|Australia
WIO|WIO|Wilcannia|Wilcannia|Australia|Australia
WIR|WIR|Wairoa|Wairoa|New Zealand|New Zealand
WIT|WIT|Wittenoom|Wittenoom|Australia|Australia
WIU|WIU|Witu|Witu|Papua New Guinea|Papua New Guinea
WJA|WJA|Woja|Woja|Marshall Islands|Marshall Islands
WJF|WJF|William J Fox|William J Fox|United States|United States
WJR|WJR|Wajir|Wajir|Kenya|Kenya
WJU|WJU|WonJu|WonJu|Korea (South)|Korea (South)
WKA|WKA|Wanaka|Wanaka|New Zealand|New Zealand
WKB|WKB|Warracknabeal|Warracknabeal|Australia|Australia
WKF|WKF|Waterkloof AFB|Waterkloof AFB|South Africa|South Africa
WKI|WKI|Hwange|Hwange|Zimbabwe|Zimbabwe
WKJ|WKJ|Hokkaido|Hokkaido|Japan|Japan
WKK|WKK|Aleknagik|Aleknagik|United States|United States
WKL|WKL|Waikoloa Airport|Waikoloa Airport|United States|United States
WKN|WKN|Wakunai|Wakunai|Papua New Guinea|Papua New Guinea
WLA|WLA|Wallal|Wallal|Australia|Australia
WLB|WLB|Labouchere Bay|Labouchere Bay|United States|United States
WLC|WLC|Walcha|Walcha|Australia|Australia
WLD|WLD|Arkansas City|Arkansas City|United States|United States
WLG|WLG|Wellington International|Wellington International|New Zealand|New Zealand
WLH|WLH|Walaha|Walaha|Vanuatu|Vanuatu
WLK|WLK|Selawik|Selawik|United States|United States
WLL|WLL|Wollogorang|Wollogorang|Australia|Australia
WLM|WLM|Waltham|Waltham|United States|United States
WLN|WLN|Little Naukati|Little Naukati|United States|United States
WLO|WLO|Waterloo|Waterloo|Australia|Australia
WLR|WLR|Loring|Loring|United States|United States
WLS|WLS|Wallis Island|Wallis Island|Wallis and Futuna Islands|Wallis and Futuna Islands
WLW|WLW|Glenn County|Glenn County|United States|United States
WMA|WMA|Mandritsara|Mandritsara|Madagascar|Madagascar
WMB|WMB|Warrnambool|Warrnambool|Australia|Australia
WMC|WMC|Winnemucca|Winnemucca|United States|United States
WMD|WMD|Mandabe|Mandabe|Madagascar|Madagascar
WME|WME|Mount Keith|Mount Keith|Australia|Australia
WMH|WMH|Mountain Home|Mountain Home|United States|United States
WMK|WMK|SPB|SPB|United States|United States
WML|WML|Malaimbandy|Malaimbandy|Madagascar|Madagascar
WMN|WMN|Maroantsetra|Maroantsetra|Madagascar|Madagascar
WMO|WMO|White Mountain|White Mountain|United States|United States
WMP|WMP|Mampikony|Mampikony|Madagascar|Madagascar
WMR|WMR|Mananara|Mananara|Madagascar|Madagascar
WMV|WMV|Madirovalo|Madirovalo|Madagascar|Madagascar
WMX|WMX|Wamena|Wamena|Indonesia|Indonesia
WNA|WNA|Napakiak SPB|Napakiak SPB|United States|United States
WNC|WNC|Nichen Cove SPB|Nichen Cove SPB|United States|United States
WND|WND|Windarra|Windarra|Australia|Australia
WNE|WNE|Wora Na Ye|Wora Na Ye|Gabon|Gabon
WNN|WNN|Wunnummin Lake|Wunnummin Lake|Canada|Canada
WNP|WNP|Naga|Naga|Philippines|Philippines
WNR|WNR|Windorah|Windorah|Australia|Australia
WNS|WNS|Nawabshah|Nawabshah|Pakistan|Pakistan
WNU|WNU|Wanuma|Wanuma|Papua New Guinea|Papua New Guinea
WNZ|WNZ|Wenzhou|Wenzhou|China|China
WOA|WOA|Wonenara|Wonenara|Papua New Guinea|Papua New Guinea
WOB|WOB|Woodbridge RAF|Woodbridge RAF|United Kingdom|United Kingdom
WOD|WOD|Wood River|Wood River|United States|United States
WOE|WOE|Woensdrecht|Woensdrecht|Netherlands|Netherlands
WOG|WOG|Woodgreen|Woodgreen|Australia|Australia
WOI|WOI|Wologissi|Wologissi|Liberia|Liberia
WOK|WOK|Wonken|Wonken|Venezuela|Venezuela
WOL|WOL|Wollongong|Wollongong|Australia|Australia
WON|WON|Wondoola|Wondoola|Australia|Australia
WOO|WOO|Woodchopper|Woodchopper|United States|United States
WOR|WOR|Moramba|Moramba|Madagascar|Madagascar
WOT|WOT|Wonan|Wonan|Taiwan|Taiwan
WOW|WOW|Willow|Willow|United States|United States
WPA|WPA|Puerto Aisen|Puerto Aisen|Chile|Chile
WPB|WPB|Port Berge|Port Berge|Madagascar|Madagascar
WPC|WPC|Pincher Creek|Pincher Creek|Canada|Canada
WPK|WPK|Wrotham Park|Wrotham Park|Australia|Australia
WPL|WPL|Powell Lake|Powell Lake|Canada|Canada
WPM|WPM|Wipim|Wipim|Papua New Guinea|Papua New Guinea
WPO|WPO|North Fork Valley|North Fork Valley|United States|United States
WPR|WPR|Porvenir|Porvenir|Chile|Chile
WPU|WPU|Puerto Williams|Puerto Williams|Chile|Chile
WRA|WRA|Warder|Warder|Ethiopia|Ethiopia
WRB|WRB|Robins AFB|Robins AFB|United States|United States
WRE|WRE|Whangarei|Whangarei|New Zealand|New Zealand
WRG|WRG|Wrangell SPB|Wrangell SPB|United States|United States
WRH|WRH|Wrench Creek|Wrench Creek|United States|United States
WRI|WRI|Mc Guire Afb|Mc Guire Afb|United States|United States
WRL|WRL|Worland|Worland|United States|United States
WRO|WRO|Copernicus Airport|Copernicus Airport|Poland|Poland
WRW|WRW|Warrawagine|Warrawagine|Australia|Australia
WRY|WRY|Westray|Westray|United Kingdom|United Kingdom
WRZ|WRZ|Wirawila|Wirawila|Sri Lanka|Sri Lanka
WSA|WSA|Wasua|Wasua|Papua New Guinea|Papua New Guinea
WSB|WSB|SPB|SPB|United States|United States
WSD|WSD|Condron AAF|Condron AAF|United States|United States
WSF|WSF|Sarichef|Sarichef|Algeria|Algeria
WSG|WSG|County|County|United States|United States
WSH|WSH|Brookhaven|Brookhaven|United States|United States
WSJ|WSJ|San Juan SPB|San Juan SPB|United States|United States
WSM|WSM|Wiseman|Wiseman|United States|United States
WSN|WSN|South Naknek|South Naknek|United States|United States
WSO|WSO|Washabo|Washabo|Suriname|Suriname
WSP|WSP|Waspam|Waspam|Nicaragua|Nicaragua
WSR|WSR|Wasior|Wasior|Indonesia|Indonesia
WST|WST|Westerly State|Westerly State|United States|United States
WSU|WSU|Wasu|Wasu|Papua New Guinea|Papua New Guinea
WSX|WSX|Westsound|Westsound|United States|United States
WSY|WSY|Whitsunday Airstrip|Whitsunday Airstrip|Australia|Australia
WSZ|WSZ|Westport|Westport|New Zealand|New Zealand
WTA|WTA|Tambohorano|Tambohorano|Madagascar|Madagascar
WTC|WTC|World Trade Center|World Trade Center|United States|United States
WTD|WTD|West End|West End|Bahamas|Bahamas
WTE|WTE|Wotje Island|Wotje Island|Marshall Islands|Marshall Islands
WTK|WTK|Noatak|Noatak|United States|United States
WTL|WTL|Tuntutuliak|Tuntutuliak|United States|United States
WTN|WTN|RAF Station|RAF Station|United Kingdom|United Kingdom
WTO|WTO|Wotho Island|Wotho Island|Marshall Islands|Marshall Islands
WTP|WTP|Woitape|Woitape|Papua New Guinea|Papua New Guinea
WTR|WTR|White River|White River|United States|United States
WTS|WTS|Tsiroanomandidy|Tsiroanomandidy|Madagascar|Madagascar
WTT|WTT|Wantoat|Wantoat|Papua New Guinea|Papua New Guinea
WTZ|WTZ|Whitianga|Whitianga|New Zealand|New Zealand
WUA|WUA|Wu Hai|Wu Hai|China|China
WUD|WUD|Wudinna|Wudinna|Australia|Australia
WUG|WUG|Wau|Wau|Papua New Guinea|Papua New Guinea
WUH|WUH|Tianhe International|Tianhe International|China|China
WUK|WUK|Off Line Point|Off Line Point|United Kingdom|United Kingdom
WUM|WUM|Wasum|Wasum|Papua New Guinea|Papua New Guinea
WUN|WUN|Wiluna|Wiluna|Australia|Australia
WUS|WUS|Wuyishan|Wuyishan|China|China
WUU|WUU|Wau|Wau|Sudan|Sudan
WUV|WUV|Wuvulu Is|Wuvulu Is|Papua New Guinea|Papua New Guinea
WUX|WUX|Wuxi|Wuxi|China|China
WUZ|WUZ|Changzhoudao|Changzhoudao|China|China
WVB|WVB|Rooikop|Rooikop|Namibia|Namibia
WVI|WVI|Watsonville|Watsonville|United States|United States
WVK|WVK|Manakara|Manakara|Madagascar|Madagascar
WVL|WVL|Robert Lafleur|Robert Lafleur|United States|United States
WVN|WVN|Wilhelmshaven|Wilhelmshaven|Germany|Germany
WWA|WWA|Wasilla|Wasilla|United States|United States
WWD|WWD|Cape May County|Cape May County|United States|United States
WWG|WWG|Al Koude|Al Koude|Sudan|Sudan
WWI|WWI|Woodie Woodie|Woodie Woodie|Australia|Australia
WWK|WWK|Boram|Boram|Papua New Guinea|Papua New Guinea
WWP|WWP|Whale Pass|Whale Pass|United States|United States
WWR|WWR|West Woodward|West Woodward|United States|United States
WWS|WWS|USAF Heliport|USAF Heliport|United Kingdom|United Kingdom
WWT|WWT|Newtok|Newtok|United States|United States
WWY|WWY|West Wyalong|West Wyalong|Australia|Australia
WXF|WXF|Weathersfield Raf|Weathersfield Raf|United Kingdom|United Kingdom
WXN|WXN|Wanxian|Wanxian|China|China
WYA|WYA|Whyalla|Whyalla|Australia|Australia
WYB|WYB|SPB|SPB|United States|United States
WYE|WYE|Yengema|Yengema|Sierra Leone|Sierra Leone
WYN|WYN|Wyndham|Wyndham|Australia|Australia
WYS|WYS|Yellowstone|Yellowstone|United States|United States
WZY|WZY|Paradise Island Seaplane Base|Paradise Island Seaplane Base|Bahamas|Bahamas
XAL|XAL|Alamos|Alamos|Mexico|Mexico
XAP|XAP|Aeroporto Municipal Chapeco|Aeroporto Municipal Chapeco|Brazil|Brazil
XAR|XAR|Aribinda|Aribinda|Burkina Faso|Burkina Faso
XAU|XAU|Saul|Saul|French Guiana|French Guiana
XAY|XAY|Xayabury|Xayabury|Laos|Laos
XBB|XBB|Blubber Bay|Blubber Bay|Canada|Canada
XBE|XBE|Bearskin Lake|Bearskin Lake|Canada|Canada
XBG|XBG|Bogande|Bogande|Burkina Faso|Burkina Faso
XBJ|XBJ|Birjand|Birjand|Iran|Iran
XBL|XBL|Buno Bedelle|Buno Bedelle|Ethiopia|Ethiopia
XBN|XBN|Biniguni|Biniguni|Papua New Guinea|Papua New Guinea
XBO|XBO|Boulsa|Boulsa|Burkina Faso|Burkina Faso
XBR|XBR|Brockville|Brockville|Canada|Canada
XBW|XBW|Killineq|Killineq|Canada|Canada
XCH|XCH|Christmas Island|Christmas Island|Christmas Island|Christmas Island
XCL|XCL|Cluff Lake|Cluff Lake|Canada|Canada
XCM|XCM|Chatham|Chatham|Canada|Canada
XCN|XCN|Coron Airport|Coron Airport|Philippines|Philippines
XCO|XCO|Colac|Colac|Australia|Australia
XCR|XCR|Vatry International|Vatry International|France|France
XDB|XDB|Lille Europe Rail Svc|Lille Europe Rail Svc|France|France
XDE|XDE|Diebougou|Diebougou|Burkina Faso|Burkina Faso
XDJ|XDJ|Djibo|Djibo|Burkina Faso|Burkina Faso
XDT|XDT|C.de G. /TGV Rail Svc|C.de G. /TGV Rail Svc|France|France
XDV|XDV|Pr. George Rail Stn|Pr. George Rail Stn|United Kingdom|United Kingdom
XDW|XDW|Pr. Rupert Rail Stn|Pr. Rupert Rail Stn|United Kingdom|United Kingdom
XDY|XDY|Sudbury Jct Rail Stn|Sudbury Jct Rail Stn|Canada|Canada
XEA|XEA|Vancouver Rail Stn.|Vancouver Rail Stn.|France|France
XEN|XEN|Xingcheng|Xingcheng|China|China
XEO|XEO|Harbour|Harbour|Greenland|Greenland
XEQ|XEQ|Harbour|Harbour|Greenland|Greenland
XES|XES|Municipal|Municipal|United States|United States
XEX|XEX|Aerogare|Aerogare|France|France
XFA|XFA|Lille Flanders Rail Sv|Lille Flanders Rail Sv|France|France
XFN|XFN|Xiangfan|Xiangfan|China|China
XFW|XFW|Finkenwerder|Finkenwerder|Germany|Germany
XFY|XFY|Sainte-Foy Rail Svce.|Sainte-Foy Rail Svce.|Canada|Canada
XFZ|XFZ|Charny|Charny|Canada|Canada
XGA|XGA|Gaoua|Gaoua|Burkina Faso|Burkina Faso
XGB|XGB|Gare Montparnasse|Gare Montparnasse|France|France
XGG|XGG|Gorom-Gorom|Gorom-Gorom|Burkina Faso|Burkina Faso
XGL|XGL|Granville Lake|Granville Lake|Canada|Canada
XGN|XGN|Xangongo|Xangongo|Angola|Angola
XGR|XGR|Kangiqsualujjuaq|Kangiqsualujjuaq|Canada|Canada
XHN|XHN|Guillemins, Raiway Stn|Guillemins, Raiway Stn|Belgium|Belgium
XHX|XHX|Adelaide Keswick Rail|Adelaide Keswick Rail|Australia|Australia
XIC|XIC|Xichang|Xichang|China|China
XIE|XIE|Xienglom|Xienglom|Laos|Laos
XIG|XIG|Municipal|Municipal|Ethiopia|Ethiopia
XIH|XIH|Khan Al Baghdadi|Khan Al Baghdadi|Iraq|Iraq
XIJ|XIJ|Ahmed Al Jaber|Ahmed Al Jaber|Kuwait|Kuwait
XIK|XIK|Central Station|Central Station|Italy|Italy
XIL|XIL|Xilinhot|Xilinhot|China|China
XIN|XIN|Xingning|Xingning|China|China
XIQ|XIQ|Harbour|Harbour|Greenland|Greenland
XIX|XIX|Porta Nuova Rail|Porta Nuova Rail|Italy|Italy
XIY|XIY|Xianyang|Xianyang|China|China
XJD|XJD|Al Udeid AB|Al Udeid AB|Qatar|Qatar
XJE|XJE|Rialway Service|Rialway Service|Denmark|Denmark
XJM|XJM|Mangla|Mangla|Pakistan|Pakistan
XKA|XKA|Kantchari|Kantchari|Burkina Faso|Burkina Faso
XKC|XKC|Sandnes Rail St.|Sandnes Rail St.|Norway|Norway
XKH|XKH|Xieng Khouang|Xieng Khouang|Laos|Laos
XKO|XKO|Kemano|Kemano|Canada|Canada
XKS|XKS|Kasabonika|Kasabonika|Canada|Canada
XKY|XKY|Kaya|Kaya|Burkina Faso|Burkina Faso
XLB|XLB|Lac Brochet|Lac Brochet|Canada|Canada
XLF|XLF|Leaf Bay|Leaf Bay|Canada|Canada
XLJ|XLJ|Quebec Stn. Rail Svce.|Quebec Stn. Rail Svce.|Canada|Canada
XLM|XLM|St Lambert Rail Svce.|St Lambert Rail Svce.|Canada|Canada
XLO|XLO|Long Xuyen|Long Xuyen|Vietnam|Vietnam
XLS|XLS|St Louis|St Louis|Senegal|Senegal
XLU|XLU|Leo|Leo|Burkina Faso|Burkina Faso
XLW|XLW|Lemwerder|Lemwerder|Germany|Germany
XMA|XMA|Maramag|Maramag|Philippines|Philippines
XMC|XMC|Mallacoota|Mallacoota|Australia|Australia
XMD|XMD|Madison|Madison|United States|United States
XMG|XMG|Mahendranagar|Mahendranagar|Nepal|Nepal
XMH|XMH|Manihi|Manihi|French Polynesia|French Polynesia
XMI|XMI|Masasi|Masasi|Tanzania|Tanzania
XML|XML|Minlaton|Minlaton|Australia|Australia
XMN|XMN|Xiamen|Xiamen|China|China
XMP|XMP|Macmillan Pass|Macmillan Pass|Canada|Canada
XMS|XMS|Macas|Macas|Ecuador|Ecuador
XMY|XMY|Yam Island|Yam Island|Australia|Australia
XNA|XNA|Northwest Arkansas Regional|Northwest Arkansas Regional|United States|United States
XNG|XNG|Quang Ngai|Quang Ngai|Vietnam|Vietnam
XNH|XNH|Nasiriyah|Nasiriyah|Iraq|Iraq
XNN|XNN|Xining|Xining|China|China
XNT|XNT|Xingtai|Xingtai|China|China
XNU|XNU|Nouna|Nouna|Burkina Faso|Burkina Faso
XOZ|XOZ|Doha Free Zone|Doha Free Zone|Qatar|Qatar
XPA|XPA|Pama|Pama|Burkina Faso|Burkina Faso
XPG|XPG|Gare du Nord Rail Stn|Gare du Nord Rail Stn|France|France
XPK|XPK|Pukatawagan|Pukatawagan|Canada|Canada
XPL|XPL|Coronel Enrique Soto Cano AB|Coronel Enrique Soto Cano AB|Honduras|Honduras
XPP|XPP|Poplar River|Poplar River|Canada|Canada
XPQ|XPQ|Ferry|Ferry|Malaysia|Malaysia
XPR|XPR|Pine Ridge|Pine Ridge|United States|United States
XPU|XPU|West Kuparuk|West Kuparuk|United States|United States
XPZ|XPZ|Harbour|Harbour|France|France
XQC|XQC|Balad|Balad|Iraq|Iraq
XQP|XQP|Quepos|Quepos|Costa Rica|Costa Rica
XQU|XQU|Qualicum|Qualicum|Canada|Canada
XQV|XQV|Baqubah|Baqubah|Iraq|Iraq
XRH|XRH|Richmond AFB|Richmond AFB|Canada|Canada
XRJ|XRJ|Termini Rail Stn.|Termini Rail Stn.|Italy|Italy
XRR|XRR|Ross River|Ross River|Canada|Canada
XRY|XRY|Jerez De La Frontera|Jerez De La Frontera|Spain|Spain
XSA|XSA|AFC|AFC|China|China
XSC|XSC|International|International|Turks and Caicos Islands|Turks and Caicos Islands
XSD|XSD|Test Range|Test Range|United States|United States
XSE|XSE|Sebba|Sebba|Burkina Faso|Burkina Faso
XSI|XSI|South Indian Lake|South Indian Lake|Canada|Canada
XSM|XSM|St Marys|St Marys|United States|United States
XSO|XSO|Siocon|Siocon|Philippines|Philippines
XSP|XSP|Seletar|Seletar|Singapore|Singapore
XTA|XTA|Econ/Tech Dev. Area|Econ/Tech Dev. Area|China|China
XTF|XTF|Port Free Trade Zone|Port Free Trade Zone|China|China
XTG|XTG|Thargomindah|Thargomindah|Australia|Australia
XTL|XTL|Tadoule Lake|Tadoule Lake|Canada|Canada
XTM|XTM|Ramadi|Ramadi|Iraq|Iraq
XTO|XTO|Taroom|Taroom|Australia|Australia
XTR|XTR|Tara|Tara|Australia|Australia
XTT|XTT|Etoile|Etoile|France|France
XTV|XTV|Tikrit|Tikrit|Iraq|Iraq
XUZ|XUZ|Xuzhou|Xuzhou|China|China
XVL|XVL|Vinh Long|Vinh Long|Vietnam|Vietnam
XVQ|XVQ|Santa Lucia Rail|Santa Lucia Rail|Italy|Italy
XVY|XVY|Mestre Rail Stn.|Mestre Rail Stn.|Italy|Italy
XWC|XWC|Suedbahnhof Rail|Suedbahnhof Rail|Austria|Austria
XWK|XWK|Karlskrona Rail Svc.|Karlskrona Rail Svc.|Sweden|Sweden
XWL|XWL|Gothenburg Rail|Gothenburg Rail|Sweden|Sweden
XWP|XWP|Hassleholm|Hassleholm|Sweden|Sweden
XWQ|XWQ|Enkoping|Enkoping|Sweden|Sweden
XWW|XWW|Westbahnhof Rail|Westbahnhof Rail|Austria|Austria
XWZ|XWZ|Nykoping|Nykoping|Sweden|Sweden
XXA|XXA|Alvesta|Alvesta|Sweden|Sweden
XXK|XXK|Katrineholm|Katrineholm|Sweden|Sweden
XXU|XXU|Hedemora|Hedemora|Sweden|Sweden
XYA|XYA|Yandina|Yandina|Solomon Islands|Solomon Islands
XYC|XYC|Herrljunga|Herrljunga|Sweden|Sweden
XYD|XYD|Lyon Part-dieu Rail Sv|Lyon Part-dieu Rail Sv|France|France
XYE|XYE|Ye|Ye|Myanmar|Myanmar
XYI|XYI|Flen|Flen|Sweden|Sweden
XYL|XYL|Lyon Perrache Rail Svc|Lyon Perrache Rail Svc|France|France
XYM|XYM|Falkenberg Rail|Falkenberg Rail|Poland|Poland
XYN|XYN|Kristinehamn Rail|Kristinehamn Rail|Sweden|Sweden
XYO|XYO|Karlshamn|Karlshamn|Germany|Germany
XYP|XYP|Avesta Krylbo|Avesta Krylbo|Sweden|Sweden
XYR|XYR|Yellow River|Yellow River|Papua New Guinea|Papua New Guinea
XYT|XYT|Montaudran|Montaudran|France|France
XYU|XYU|Solvesborg|Solvesborg|Sweden|Sweden
XYV|XYV|Lyon Satolas Rail Svc|Lyon Satolas Rail Svc|France|France
XYX|XYX|Sala|Sala|Serbia|Serbia
XZA|XZA|Zabre|Zabre|Burkina Faso|Burkina Faso
XZE|XZE|Off line Point|Off line Point|Turkey|Turkey
XZF|XZF|Dammam Port|Dammam Port|Saudi Arabia|Saudi Arabia
XZJ|XZJ|Off line Point|Off line Point|Turkey|Turkey
XZQ|XZQ|Pass Rail|Pass Rail|Turkey|Turkey
XZU|XZU|Off line Point|Off line Point|Turkey|Turkey
XZX|XZX|Off line Point|Off line Point|Turkey|Turkey
YAA|YAA|Anahim Lake|Anahim Lake|Canada|Canada
YAB|YAB|Arctic Bay|Arctic Bay|Canada|Canada
YAC|YAC|Cat Lake|Cat Lake|Canada|Canada
YAD|YAD|Moose Lake|Moose Lake|Kazakhstan|Kazakhstan
YAE|YAE|Alta Lake|Alta Lake|Canada|Canada
YAF|YAF|Asbestos Hill|Asbestos Hill|Canada|Canada
YAG|YAG|Municipal|Municipal|Canada|Canada
YAH|YAH|Lagrande 4|Lagrande 4|Canada|Canada
YAI|YAI|Chillan|Chillan|Chile|Chile
YAJ|YAJ|Lyall Harbour|Lyall Harbour|France|France
YAK|YAK|Yakutat|Yakutat|United States|United States
YAL|YAL|Alert Bay|Alert Bay|Canada|Canada
YAM|YAM|Sault Ste Marie|Sault Ste Marie|Canada|Canada
YAN|YAN|Yangambi|Yangambi|Democratic Republic Of Congo|Democratic Republic Of Congo
YAO|YAO|Yaounde Airport|Yaounde Airport|Cameroon|Cameroon
YAP|YAP|Yap International|Yap International|Federated States of Micronesia|Federated States of Micronesia
YAQ|YAQ|Maple Bay|Maple Bay|Canada|Canada
YAR|YAR|Lagrande 3|Lagrande 3|Canada|Canada
YAS|YAS|Yasawa Island|Yasawa Island|Fiji|Fiji
YAT|YAT|Attawapiskat|Attawapiskat|Canada|Canada
YAU|YAU|Kattiniq/Donaldson|Kattiniq/Donaldson|Canada|Canada
YAV|YAV|Miners Bay|Miners Bay|Canada|Canada
YAW|YAW|Shearwater|Shearwater|Canada|Canada
YAX|YAX|Angling Lake|Angling Lake|Canada|Canada
YAY|YAY|St Anthony|St Anthony|Canada|Canada
YAZ|YAZ|Tofino Airport|Tofino Airport|Canada|Canada
YBA|YBA|Banff|Banff|Canada|Canada
YBB|YBB|Kugaaruk|Kugaaruk|Canada|Canada
YBC|YBC|Baie Comeau|Baie Comeau|Canada|Canada
YBD|YBD|New Westminster|New Westminster|Canada|Canada
YBE|YBE|Uranium City|Uranium City|Canada|Canada
YBF|YBF|Bamfield|Bamfield|Canada|Canada
YBG|YBG|Bagotville|Bagotville|Canada|Canada
YBH|YBH|Bull Harbour|Bull Harbour|Canada|Canada
YBI|YBI|Black Tickle|Black Tickle|Canada|Canada
YBJ|YBJ|Baie Johan Beetz|Baie Johan Beetz|Canada|Canada
YBK|YBK|Baker Lake|Baker Lake|Canada|Canada
YBL|YBL|Campbell River|Campbell River|Canada|Canada
YBM|YBM|Bronson Creek|Bronson Creek|Canada|Canada
YBN|YBN|Borden|Borden|Canada|Canada
YBO|YBO|Bobquinn Lake|Bobquinn Lake|Canada|Canada
YBP|YBP|Yibin|Yibin|China|China
YBQ|YBQ|Telegraph Harbour|Telegraph Harbour|Canada|Canada
YBR|YBR|Brandon|Brandon|Canada|Canada
YBS|YBS|Musselwhite|Musselwhite|Canada|Canada
YBT|YBT|Brochet|Brochet|Canada|Canada
YBV|YBV|Berens River|Berens River|Canada|Canada
YBW|YBW|Springbank|Springbank|Canada|Canada
YBX|YBX|Blanc Sablon|Blanc Sablon|Canada|Canada
YBY|YBY|Bonnyville|Bonnyville|Canada|Canada
YCA|YCA|Courtenay|Courtenay|Canada|Canada
YCB|YCB|Cambridge Bay|Cambridge Bay|Canada|Canada
YCC|YCC|Regional|Regional|Canada|Canada
YCD|YCD|Nanaimo Arpt|Nanaimo Arpt|Canada|Canada
YCE|YCE|Centralia|Centralia|Canada|Canada
YCF|YCF|Cortes Bay|Cortes Bay|Canada|Canada
YCG|YCG|Castlegar|Castlegar|Canada|Canada
YCH|YCH|Miramichi|Miramichi|Canada|Canada
